id,treatment,age,male,hhld_inc,white,republican,democrat,college,fb_min_wins_b,news_source_6_b,fb_activepassive
483,1,29,0,88,1,0,0,1,60,3,-2.23807
484,0,22,1,15,1,0,1,0,120,5,1.4289674
485,1,21,0,15,0,0,1,0,60,2,-0.03784757
486,0,39,1,25,0,1,0,0,120,5,-1.8713663
487,0,32,0,55,1,1,0,1,120,5,1.4289674
488,0,22,0,45,0,0,1,0,100,3,-0.03784757
489,1,32,0,138,0,0,0,0,60,2,1.0622636
490,1,24,0,25,1,0,0,0,120,5,-0.03784757
491,0,34,0,35,0,1,0,0,120,5,-0.40455133
492,0,20,1,5,1,0,0,0,45,3,-0.40455133
493,1,26,0,55,1,1,0,1,120,4,1.0622636
494,1,68,1,55,1,0,1,1,20,3,0.69555992
495,1,27,1,35,1,0,0,0,60,1,-0.40455133
496,0,45,0,200,1,0,0,1,30,2,0.32885617
497,0,26,1,25,0,0,1,1,60,5,-0.40455133
498,0,35,1,112,1,0,0,1,25,3,0.69555992
499,0,62,0,15,1,0,0,1,25,2,-0.03784757
500,0,29,1,55,0,0,1,1,45,2,0.32885617
501,0,49,0,67,1,0,0,1,60,2,-0.03784757
502,0,41,0,45,1,0,0,0,60,3,0.69555992
503,0,52,0,112,1,0,0,0,120,3,-0.77125508
504,0,33,0,55,1,0,0,1,60,4,1.0622636
505,0,29,1,55,1,0,0,0,50,2,-0.77125508
506,1,47,1,88,1,0,0,1,60,3,0.32885617
507,0,35,0,55,1,0,1,1,120,5,0.32885617
508,1,49,0,45,1,0,0,0,30,3,-1.1379588
509,0,28,1,45,1,0,1,1,45,5,0.69555992
510,0,38,1,88,0,0,0,1,20,2,0.32885617
511,1,30,0,15,0,0,1,0,50,4,1.0622636
512,0,51,1,35,1,0,1,0,60,3,-1.1379588
513,1,32,0,15,1,0,1,1,45,5,0.32885617
514,0,35,0,112,1,0,1,1,90,4,0.69555992
515,0,22,0,5,0,0,0,0,100,3,1.0622636
516,1,31,0,5,1,0,0,0,30,1,-2.23807
517,1,36,1,45,1,0,1,1,60,4,-2.23807
518,0,54,0,15,1,0,0,1,120,3,-0.40455133
519,1,24,1,88,1,0,1,1,60,2,1.0622636
520,1,39,0,112,1,0,1,1,120,3,-2.23807
521,0,35,0,88,1,0,0,1,120,5,-0.03784757
522,0,28,0,55,0,0,1,1,120,5,-0.40455133
523,1,30,1,67,0,0,0,0,30,4,1.4289674
524,0,23,0,25,0,0,1,1,60,4,0.32885617
525,1,35,1,15,0,0,0,0,55,4,1.0622636
526,0,26,1,25,0,0,0,1,60,4,1.0622636
527,1,25,0,112,1,0,0,0,120,3,0.69555992
528,1,32,1,88,1,1,0,1,120,4,1.0622636
529,0,21,0,35,0,0,1,0,80,3,0.32885617
530,0,28,0,35,1,0,0,1,45,2,-0.40455133
531,0,32,1,112,0,0,1,1,60,1,1.0622636
532,0,43,0,88,0,0,0,1,60,3,1.4289674
533,0,51,1,138,1,0,1,1,40,3,0.32885617
534,1,20,0,67,0,0,0,1,30,3,1.4289674
535,0,26,0,45,1,0,1,1,35,3,-0.77125508
536,1,23,1,25,1,0,0,0,75,5,0.69555992
537,0,45,1,88,1,0,0,1,45,3,-1.5046625
538,0,30,1,15,1,0,1,0,120,2,0.69555992
539,0,34,0,35,1,0,0,1,60,3,1.0622636
540,1,48,1,55,1,0,1,1,60,4,0.69555992
541,0,49,0,88,0,0,1,0,30,5,-2.23807
542,0,29,1,35,1,0,0,0,30,5,0.69555992
543,1,20,0,67,0,1,0,0,45,2,1.0622636
544,0,27,0,25,1,0,0,0,90,3,-0.03784757
545,0,26,0,67,0,0,1,1,120,2,0.32885617
546,0,20,1,67,0,0,0,0,65,2,1.4289674
547,0,24,1,55,0,0,1,1,60,5,1.0622636
548,1,25,1,112,1,0,1,1,40,4,1.0622636
549,0,27,0,67,0,0,1,0,60,1,0.69555992
550,0,28,0,45,0,0,0,1,30,3,1.0622636
551,1,35,0,15,1,1,0,0,100,4,0.32885617
552,0,19,0,45,1,1,0,0,30,3,-0.03784757
553,0,20,0,55,1,0,0,0,95,3,1.4289674
554,0,29,0,5,0,0,0,0,120,3,0.69555992
555,0,37,1,88,1,0,0,1,60,3,0.69555992
556,0,23,0,55,0,0,0,1,30,3,0.69555992
557,0,59,0,55,1,0,0,0,45,3,-0.77125508
558,0,29,1,112,1,0,0,1,90,3,-0.77125508
559,1,31,0,35,1,0,0,0,60,2,-1.5046625
560,1,55,0,15,1,0,1,0,100,1,0.32885617
561,0,41,1,67,0,0,0,1,120,4,0.69555992
562,0,39,1,138,0,0,1,1,30,3,1.0622636
563,1,48,0,112,1,0,0,0,90,4,0.32885617
564,1,47,0,88,1,0,0,1,20,3,0.69555992
565,1,37,0,200,1,1,0,1,20,3,1.4289674
566,1,26,0,25,1,0,0,1,120,4,0.32885617
567,0,21,0,88,1,1,0,0,120,3,0.69555992
568,1,24,1,15,1,0,0,1,60,3,0.32885617
569,0,28,0,35,1,0,0,0,120,5,-0.77125508
570,0,30,1,67,1,1,0,0,30,2,-0.77125508
571,0,28,0,45,0,0,0,0,120,2,0.32885617
572,1,20,0,67,0,0,1,0,90,3,1.0622636
573,0,23,0,5,0,0,0,1,120,3,0.69555992
574,1,23,1,25,0,0,1,0,120,4,-1.5046625
575,0,22,0,35,1,1,0,0,120,5,-2.23807
576,0,24,1,67,0,0,1,1,30,3,0.32885617
577,0,25,0,25,1,0,1,0,120,2,-0.77125508
578,1,23,0,25,1,0,0,0,120,4,-2.23807
579,0,20,0,45,0,0,1,0,120,3,-0.40455133
580,0,27,0,55,0,0,1,0,120,5,1.4289674
581,0,23,1,67,1,0,0,1,30,2,1.0622636
582,0,46,0,88,1,0,0,1,60,1,1.4289674
583,1,28,1,138,1,0,1,1,120,5,-1.1379588
584,0,40,0,67,0,0,0,1,90,3,0.32885617
585,0,67,0,88,1,0,0,1,90,5,-0.40455133
586,1,20,0,45,1,1,0,0,60,4,0.69555992
587,1,61,0,55,1,1,0,0,30,5,-0.03784757
588,0,23,0,35,0,0,0,0,120,5,0.69555992
589,1,30,0,67,1,1,0,1,120,3,-0.40455133
590,0,32,1,88,1,1,0,1,120,5,-0.03784757
591,0,36,1,45,1,0,0,0,120,4,-0.03784757
592,1,21,0,88,0,0,1,0,69,2,0.69555992
593,0,34,0,67,1,0,0,1,90,3,-1.1379588
594,0,27,0,25,0,0,0,0,60,4,1.4289674
595,0,25,1,67,0,0,0,1,120,5,0.32885617
596,0,22,1,88,0,0,1,1,60,4,0.32885617
597,0,19,1,15,0,0,0,0,60,3,1.4289674
598,0,20,0,35,0,0,1,0,90,5,-2.23807
599,0,20,1,200,1,0,0,0,30,3,0.69555992
600,0,32,0,35,1,1,0,0,60,4,0.69555992
601,0,26,1,55,1,0,0,1,45,2,1.0622636
602,0,35,0,35,0,0,1,1,120,3,-0.40455133
603,0,55,1,25,0,0,1,0,45,3,-1.1379588
604,1,27,0,67,0,0,0,1,120,1,-1.8713663
605,1,22,1,35,1,0,0,1,120,4,0.69555992
606,0,32,1,112,1,0,0,1,90,4,0.69555992
607,0,26,0,35,1,0,0,1,20,2,0.69555992
608,1,22,0,138,1,0,0,1,120,5,-1.1379588
609,0,23,1,55,1,1,0,1,120,4,-0.77125508
610,1,33,0,88,1,0,0,0,120,4,-2.23807
611,1,20,0,200,1,0,0,0,60,3,-0.03784757
612,0,41,0,45,1,1,0,0,120,4,0.69555992
613,0,35,0,112,1,0,1,1,45,2,1.0622636
614,1,23,1,35,0,0,0,0,120,5,0.32885617
615,0,23,1,15,1,1,0,1,35,4,-0.03784757
616,0,35,0,67,1,1,0,1,30,2,-1.1379588
617,0,27,0,35,1,0,0,0,60,3,-0.40455133
618,0,36,0,25,1,0,1,1,90,4,-1.5046625
619,0,33,0,35,1,1,0,1,120,5,1.0622636
620,1,24,0,67,0,0,0,1,20,4,-0.40455133
621,1,29,0,55,1,1,0,1,45,3,0.69555992
622,0,21,0,67,1,0,1,0,45,4,0.32885617
623,0,23,1,67,1,0,1,0,20,1,0.69555992
624,1,47,1,35,1,1,0,0,120,3,0.32885617
625,1,24,1,15,1,0,0,0,20,4,1.0622636
626,0,19,0,67,1,0,0,0,30,3,1.4289674
627,0,44,1,200,0,1,0,1,45,2,-0.77125508
628,0,67,0,45,1,0,0,0,25,2,0.69555992
629,1,20,0,67,1,0,0,0,60,2,1.0622636
630,1,19,1,45,1,0,0,0,60,5,0.32885617
631,0,39,1,200,1,0,1,1,45,5,1.0622636
632,0,46,0,15,1,0,0,0,60,2,0.69555992
633,1,31,0,35,1,0,0,0,120,3,0.69555992
634,1,59,1,45,1,0,0,1,120,5,-0.77125508
635,0,23,0,88,0,0,0,1,40,2,0.32885617
636,0,37,0,25,1,0,1,0,60,2,-0.03784757
637,0,22,0,67,0,0,0,0,120,5,0.69555992
638,1,20,1,55,0,0,1,0,75,4,-0.40455133
639,0,37,1,200,1,0,0,1,30,2,-1.5046625
640,0,32,1,67,1,0,1,1,45,3,0.69555992
641,0,30,1,25,0,0,1,0,120,4,-1.1379588
642,0,22,0,25,1,0,0,0,120,4,-1.5046625
643,0,22,1,112,1,0,0,0,70,4,-0.40455133
644,0,20,0,45,1,0,0,0,20,2,0.69555992
645,0,24,0,35,1,0,1,1,120,5,1.0622636
646,0,19,1,67,1,1,0,0,120,3,0.69555992
647,0,25,0,88,1,1,0,0,90,1,1.0622636
648,0,25,0,67,1,0,0,1,30,3,0.69555992
649,1,23,0,45,1,0,1,1,45,3,0.69555992
650,0,24,1,35,1,0,1,1,90,3,-0.40455133
651,0,19,0,5,1,0,0,0,75,3,0.32885617
652,0,43,0,88,1,0,0,0,30,3,0.69555992
653,0,47,0,5,1,0,0,0,120,4,-2.23807
654,0,24,0,112,1,0,1,1,60,3,-0.03784757
655,1,34,0,200,0,0,1,1,60,3,1.4289674
656,0,22,1,15,0,1,0,0,20,2,1.4289674
657,1,61,0,35,1,0,0,0,60,3,1.0622636
658,1,21,1,138,1,1,0,0,45,4,-0.40455133
659,0,20,0,112,1,1,0,0,20,3,0.32885617
660,1,34,0,112,1,0,0,1,120,3,0.69555992
661,0,23,1,45,0,0,1,0,120,5,-2.23807
662,0,63,0,67,1,1,0,1,70,3,-0.03784757
663,1,23,0,88,1,0,0,0,30,4,1.4289674
664,0,47,0,200,1,0,1,1,120,4,-0.40455133
665,0,55,0,200,1,0,1,1,60,5,-0.03784757
666,1,70,0,138,1,0,1,0,45,4,-0.77125508
667,0,47,1,55,1,1,0,1,60,3,1.0622636
668,0,46,1,35,1,0,0,0,120,1,0.69555992
669,1,45,0,88,1,0,0,1,120,5,-0.40455133
670,0,29,0,35,0,0,0,0,120,2,-1.5046625
671,0,33,0,5,1,0,1,0,120,4,0.69555992
672,1,22,1,45,0,0,1,0,60,5,0.69555992
673,1,51,0,138,1,0,0,1,60,3,0.32885617
674,1,52,0,138,1,1,0,0,120,3,-1.1379588
675,0,46,0,55,0,1,0,1,60,3,-1.1379588
676,0,35,1,88,1,1,0,1,60,2,0.69555992
677,0,33,1,67,1,0,0,1,90,4,0.69555992
678,0,21,1,67,0,0,1,0,90,1,0.32885617
679,0,39,1,45,0,0,1,1,40,1,1.4289674
680,1,72,1,88,0,1,0,1,60,4,-0.03784757
681,0,24,0,35,1,0,1,1,30,4,0.32885617
682,1,19,0,45,0,0,1,0,30,3,1.0622636
683,0,26,1,88,1,0,0,1,45,3,1.0622636
684,0,30,0,25,1,0,1,0,120,5,-0.77125508
685,1,48,0,88,1,0,0,0,120,3,-0.40455133
686,0,40,0,45,0,0,1,1,120,5,-1.5046625
687,1,22,0,15,1,0,1,0,120,4,1.0622636
688,0,25,0,67,0,0,1,1,60,3,0.32885617
689,0,36,0,45,1,0,1,1,120,5,-0.40455133
690,1,19,0,88,1,1,0,0,60,3,1.0622636
691,0,25,0,88,0,0,0,1,45,3,-0.03784757
692,0,33,1,55,1,1,0,0,60,3,0.69555992
693,1,31,1,67,1,0,1,0,80,3,-1.5046625
694,0,66,1,25,1,0,0,0,30,3,1.0622636
695,0,27,0,35,1,0,0,1,60,5,0.69555992
696,0,24,1,35,1,0,0,1,30,5,1.4289674
697,0,55,0,112,1,0,0,0,20,3,0.69555992
698,0,23,0,35,0,0,1,1,60,2,0.69555992
699,1,38,0,55,1,1,0,1,90,3,0.69555992
700,0,20,1,88,1,0,1,1,70,4,0.69555992
701,1,27,1,35,1,0,0,1,60,3,1.0622636
702,0,38,0,35,0,0,1,1,120,5,-1.1379588
703,0,25,0,88,1,0,1,1,60,3,0.69555992
704,1,37,0,35,1,0,1,0,30,3,1.0622636
705,0,25,0,55,1,0,0,1,60,3,0.32885617
706,0,22,0,200,1,0,0,1,30,2,-1.5046625
707,0,19,0,138,0,0,0,0,45,3,-1.5046625
708,0,30,0,45,0,0,0,0,60,5,0.69555992
709,0,42,0,15,1,0,0,0,120,5,-0.40455133
710,1,61,0,88,1,1,0,0,120,3,-1.1379588
711,0,36,0,35,0,0,1,1,100,3,-0.77125508
712,0,20,0,138,1,0,1,1,60,4,1.0622636
713,0,47,0,67,0,0,1,1,120,3,-1.1379588
714,0,43,0,45,1,1,0,0,120,4,-0.40455133
715,1,48,1,15,1,0,0,1,60,3,0.32885617
716,0,33,0,45,1,1,0,1,90,4,-0.03784757
717,0,23,1,88,0,0,0,1,60,3,1.0622636
718,1,21,0,112,1,0,0,0,30,3,0.32885617
719,0,19,0,88,1,0,1,0,35,3,-0.03784757
720,0,21,0,15,0,0,0,0,60,3,0.69555992
721,0,52,0,200,0,0,0,1,120,2,-1.5046625
722,1,21,0,138,1,0,1,0,120,4,0.32885617
723,0,21,1,35,1,0,0,0,120,4,0.32885617
724,0,31,0,112,1,0,1,1,90,2,-0.03784757
725,0,22,0,5,0,0,1,0,120,5,-0.40455133
726,0,45,0,5,0,0,0,0,120,5,-1.1379588
727,0,33,0,88,1,0,0,1,60,2,1.0622636
728,1,21,1,55,1,0,0,0,20,3,0.32885617
729,0,27,0,200,1,0,0,0,90,3,0.69555992
730,1,49,1,200,0,0,0,1,120,3,-1.8713663
731,1,21,1,112,0,0,1,0,60,4,1.0622636
732,0,34,0,88,1,1,0,1,60,4,-0.03784757
733,1,45,1,15,1,0,0,0,120,3,-0.40455133
734,0,42,0,67,1,0,1,0,120,3,0.32885617
735,1,40,0,200,0,0,0,1,30,4,1.4289674
736,0,42,0,67,0,0,0,1,120,5,-0.40455133
737,1,30,0,5,1,0,1,0,120,3,-0.40455133
738,1,44,0,67,1,0,1,0,30,5,-1.1379588
739,1,46,0,200,1,0,0,1,120,2,0.32885617
740,1,31,0,88,1,0,0,1,120,4,-0.40455133
741,0,51,0,88,1,1,0,0,90,3,-0.03784757
742,0,19,0,25,0,0,1,0,40,4,-0.03784757
743,1,27,0,88,1,0,1,1,75,3,0.32885617
744,0,35,0,67,0,0,0,1,60,3,-0.40455133
745,0,38,0,200,1,0,1,1,60,3,1.0622636
746,0,55,0,88,1,0,0,0,120,3,0.32885617
747,0,21,0,5,1,0,1,0,60,2,1.4289674
748,1,49,0,88,0,0,1,1,60,3,-0.40455133
749,0,25,0,67,0,0,1,0,60,3,0.32885617
750,0,32,1,35,1,0,1,0,60,5,1.4289674
751,0,58,0,35,1,0,1,0,60,4,-1.5046625
752,1,19,0,112,1,0,0,0,60,3,1.0622636
753,0,40,0,45,1,0,0,0,60,4,0.32885617
754,1,41,1,88,1,0,0,1,120,5,0.32885617
755,0,20,0,67,0,0,0,0,45,3,0.69555992
756,0,23,0,67,0,0,0,1,60,5,1.4289674
757,0,65,0,25,1,0,0,1,120,3,1.0622636
758,0,26,0,35,1,0,1,1,45,5,-0.03784757
759,1,25,0,25,1,0,1,1,120,4,0.69555992
760,0,28,0,15,1,0,1,0,120,3,0.32885617
761,0,19,1,67,1,0,0,0,60,4,1.0622636
762,0,59,0,45,1,0,1,0,120,5,0.69555992
763,1,51,0,25,1,1,0,0,60,4,0.69555992
764,0,61,0,67,1,0,1,0,120,4,-1.1379588
765,0,24,0,55,1,0,0,1,100,3,0.69555992
766,0,20,0,67,0,0,1,0,30,4,0.32885617
767,0,24,0,5,0,0,0,1,75,3,1.0622636
768,1,26,1,45,1,0,0,1,45,2,0.69555992
769,1,41,1,112,1,0,1,1,90,4,-1.1379588
770,1,34,1,138,1,0,1,0,60,5,0.69555992
771,0,59,0,88,1,0,0,1,60,4,-0.40455133
772,0,33,1,55,0,0,0,1,60,5,0.69555992
773,0,30,1,88,1,0,0,1,20,2,1.0622636
774,0,34,0,200,1,0,0,1,45,4,1.4289674
775,0,35,1,67,1,1,0,1,60,4,-0.40455133
776,1,30,0,200,0,0,1,1,30,1,0.69555992
777,0,37,0,55,0,0,0,0,120,1,0.32885617
778,1,38,0,112,0,0,1,1,90,5,1.4289674
779,1,33,1,200,0,0,0,1,30,4,0.69555992
780,0,31,1,25,0,0,0,0,35,3,-0.03784757
781,0,32,1,88,1,0,0,0,30,2,-0.77125508
782,0,22,1,25,1,0,1,1,20,2,0.69555992
783,0,25,0,45,1,0,1,1,60,4,-0.03784757
784,0,38,1,200,0,0,1,1,30,4,0.69555992
785,0,20,0,200,0,0,1,0,120,4,0.32885617
786,0,57,1,5,1,0,1,0,120,5,-0.77125508
787,1,31,1,138,1,0,1,1,120,5,1.4289674
788,1,29,0,67,1,0,1,1,30,2,1.0622636
789,0,50,1,15,1,0,0,1,50,2,-1.5046625
790,1,42,0,88,1,0,1,1,65,4,-0.03784757
791,1,57,0,88,1,0,1,1,30,1,1.0622636
792,1,36,1,45,1,0,0,1,120,4,0.69555992
793,0,32,1,112,0,0,1,1,30,4,-1.1379588
794,0,25,0,45,1,1,0,1,120,4,1.0622636
795,0,28,1,67,1,0,1,1,40,2,0.69555992
796,0,54,0,138,1,0,0,1,90,4,-0.40455133
797,0,24,0,25,0,0,1,0,100,5,-2.23807
798,0,38,0,138,1,1,0,1,25,4,0.32885617
799,0,22,0,35,0,0,0,0,120,5,-2.23807
800,1,50,0,67,1,1,0,0,60,3,-0.40455133
801,1,34,0,15,0,0,0,0,120,3,-2.23807
802,0,47,1,138,0,0,1,1,45,2,-2.23807
803,0,19,0,45,1,0,1,0,45,3,0.69555992
804,0,25,1,5,1,0,1,0,120,5,0.69555992
805,0,23,0,138,1,1,0,1,45,4,-1.8713663
806,0,23,0,25,0,1,0,0,60,3,1.0622636
807,0,22,1,200,1,1,0,0,20,2,-0.03784757
808,0,35,1,55,0,0,1,1,60,3,0.32885617
809,1,56,0,35,1,1,0,1,70,3,1.0622636
810,0,26,1,5,0,0,0,1,30,3,1.4289674
811,0,20,0,200,0,0,0,0,60,3,1.4289674
812,1,24,1,15,0,0,1,0,120,5,-1.1379588
813,1,35,0,67,1,0,0,0,60,3,0.32885617
814,1,33,1,138,1,0,1,1,60,3,0.32885617
815,0,23,0,55,0,0,1,1,120,4,-0.03784757
816,0,29,1,67,1,0,1,1,30,2,1.0622636
817,1,41,1,67,1,0,1,0,60,3,-1.1379588
818,0,21,0,67,0,0,0,0,65,3,1.0622636
819,1,24,0,67,1,0,0,1,60,4,1.0622636
820,0,21,0,200,0,0,0,0,70,4,1.0622636
821,0,37,0,45,1,0,0,1,45,3,0.32885617
822,0,66,0,25,1,1,0,0,100,2,-2.23807
823,0,28,0,35,1,0,0,0,45,3,-0.03784757
824,0,19,1,200,1,0,1,0,55,3,1.0622636
825,0,33,0,67,1,0,0,1,120,2,0.69555992
826,0,40,0,88,1,0,0,0,120,5,-2.23807
827,0,25,1,35,1,0,0,0,30,3,1.0622636
828,0,29,0,45,1,0,0,0,120,5,-1.5046625
829,0,52,0,45,1,0,1,0,120,5,-0.03784757
830,1,33,0,5,0,0,1,0,120,5,-1.8713663
831,0,29,1,112,1,0,1,1,60,3,1.0622636
832,0,21,0,200,0,0,1,0,60,4,0.32885617
833,1,26,1,67,1,0,1,1,80,4,0.69555992
834,0,21,0,67,1,0,1,0,120,4,1.0622636
835,0,49,0,25,1,0,0,0,120,4,-1.5046625
836,0,19,1,200,0,1,0,0,60,4,-0.77125508
837,1,40,0,67,1,0,0,1,90,3,-0.03784757
838,0,36,0,138,1,1,0,1,60,5,1.0622636
839,0,25,1,45,1,0,1,1,30,3,0.69555992
840,1,20,1,25,1,0,1,0,120,4,0.69555992
841,0,24,0,15,1,0,0,1,60,4,0.32885617
842,1,41,1,112,1,0,1,1,30,4,-1.1379588
843,0,20,0,67,0,0,1,0,120,5,0.69555992
844,0,27,1,25,0,0,1,1,30,1,0.69555992
845,0,41,1,45,1,0,1,0,120,3,-1.1379588
846,1,34,0,200,1,0,1,1,60,4,1.0622636
847,0,36,0,35,1,0,1,0,30,1,0.32885617
848,0,20,0,25,1,0,1,0,45,2,-0.03784757
849,1,31,1,55,0,0,0,1,20,2,0.69555992
850,0,21,0,45,1,0,0,0,60,3,1.4289674
851,0,75,0,45,1,0,1,1,120,5,-1.5046625
852,0,19,0,45,1,0,1,0,45,4,0.69555992
853,0,52,0,25,1,0,0,0,120,2,0.32885617
854,0,47,0,67,1,0,0,1,90,3,0.69555992
855,0,67,0,88,1,1,0,0,90,3,-1.1379588
856,1,25,0,88,1,0,1,1,20,3,1.0622636
857,0,36,0,25,1,0,0,0,120,3,-0.03784757
858,0,36,1,25,1,0,1,0,120,3,1.0622636
859,0,41,0,112,1,0,1,1,80,3,-0.03784757
860,0,20,0,67,0,0,0,0,120,5,1.4289674
861,1,47,0,25,0,0,0,0,120,5,-2.23807
862,0,23,1,5,1,0,0,1,120,3,0.69555992
863,1,21,1,15,0,0,1,0,70,5,0.32885617
864,0,45,0,25,1,1,0,0,120,4,-1.8713663
865,0,35,0,88,1,0,1,0,30,2,0.69555992
866,1,33,1,55,1,0,0,1,20,3,1.0622636
867,0,40,0,200,0,0,0,1,70,5,0.69555992
868,0,21,0,88,1,1,0,0,120,5,-1.8713663
869,0,22,0,88,1,1,0,1,120,4,1.0622636
870,0,23,0,15,0,0,1,1,120,5,-2.23807
871,1,50,0,55,1,1,0,0,120,5,0.32885617
872,0,20,0,88,0,0,1,0,80,3,0.69555992
873,1,33,0,35,1,0,0,0,40,3,-1.1379588
874,0,43,0,35,1,0,1,0,60,2,-1.5046625
875,0,26,1,55,1,0,1,1,120,4,1.0622636
876,1,19,0,67,0,0,1,0,60,3,1.4289674
877,0,39,0,112,1,0,1,1,60,3,0.69555992
878,0,38,0,112,1,0,0,1,100,5,-0.03784757
879,1,35,0,25,1,0,0,0,90,2,1.0622636
880,1,43,1,35,1,1,0,0,70,4,0.32885617
881,0,19,1,35,0,0,0,0,20,2,1.4289674
882,0,23,1,112,1,0,1,1,30,3,1.4289674
883,0,35,1,112,1,0,1,1,45,4,-1.5046625
884,0,32,0,55,1,0,1,1,60,4,1.0622636
885,1,26,1,88,1,1,0,1,120,5,0.69555992
886,1,66,0,88,1,0,0,1,30,2,0.32885617
887,0,61,0,45,1,0,0,1,35,4,0.32885617
888,0,31,0,88,1,0,0,1,20,1,0.32885617
889,0,20,0,67,1,1,0,0,30,3,1.0622636
890,0,30,1,112,1,0,1,1,90,3,1.0622636
891,0,56,0,45,0,0,1,0,120,4,-0.03784757
892,1,27,0,55,1,0,0,0,40,1,1.0622636
893,0,19,0,67,0,0,0,0,30,2,0.32885617
894,0,26,0,25,0,0,0,0,120,3,-0.77125508
895,1,22,1,45,1,0,1,0,30,3,0.69555992
896,0,21,0,200,0,1,0,0,20,5,0.69555992
897,1,23,1,45,1,0,1,1,60,5,1.0622636
898,1,26,0,35,1,1,0,0,90,2,0.69555992
899,0,19,0,5,0,0,0,0,50,5,0.32885617
900,1,49,0,25,0,0,1,0,120,5,1.0622636
901,0,38,0,45,0,0,1,1,120,2,-1.8713663
902,0,34,1,112,1,0,0,1,45,3,0.69555992
903,0,48,0,25,1,0,1,1,60,4,-1.5046625
904,1,33,1,138,0,0,0,1,60,3,-0.03784757
905,1,28,0,67,1,0,1,1,30,1,0.32885617
906,1,29,0,112,0,0,0,1,30,3,1.0622636
907,0,37,0,88,1,0,1,0,38,4,0.32885617
908,0,28,0,15,1,0,0,1,120,4,-0.03784757
909,0,24,1,25,1,0,1,1,45,1,0.69555992
910,1,47,0,15,1,0,0,0,120,3,-1.8713663
911,0,32,0,55,1,0,1,0,100,4,1.0622636
912,1,20,1,25,1,0,1,0,120,3,1.0622636
913,0,65,0,35,1,0,1,0,90,3,-0.77125508
914,1,58,0,45,1,0,1,1,120,4,-0.40455133
915,0,19,1,15,0,0,0,0,45,4,-0.03784757
916,0,58,0,138,1,1,0,0,120,4,0.69555992
917,0,49,1,55,1,0,1,1,60,4,0.32885617
918,1,21,1,25,0,0,0,0,30,1,0.69555992
919,0,20,1,5,0,0,0,0,90,5,0.69555992
920,1,40,0,45,0,0,1,0,120,5,-0.40455133
921,0,20,0,55,0,1,0,0,30,2,1.4289674
922,1,61,0,88,1,0,0,1,90,1,-1.1379588
923,0,52,0,67,1,1,0,0,30,3,-0.77125508
924,1,26,1,25,0,0,1,0,45,5,-0.40455133
925,0,20,0,25,0,0,1,0,90,4,0.69555992
926,0,51,1,200,1,0,1,1,48,3,-1.1379588
927,0,41,0,55,1,1,0,0,90,4,-0.03784757
928,0,25,1,55,1,0,1,0,90,4,0.69555992
929,0,44,0,25,1,0,0,0,120,5,-0.40455133
930,0,50,0,67,1,0,0,1,90,3,0.69555992
931,1,55,0,45,0,0,1,1,60,3,-0.40455133
932,1,25,1,200,1,0,0,1,30,2,-0.40455133
933,1,53,0,25,1,0,1,0,60,3,-1.8713663
934,0,45,0,67,1,1,0,1,120,3,1.4289674
935,0,21,0,5,1,1,0,0,90,4,-1.1379588
936,0,29,1,112,1,0,1,1,60,5,0.32885617
937,0,45,0,112,1,1,0,1,90,3,-0.40455133
938,0,30,0,112,1,0,0,0,120,3,0.69555992
939,1,25,0,5,1,0,0,1,45,1,1.4289674
940,0,32,0,55,1,0,0,0,60,3,-1.1379588
941,0,44,1,88,1,0,1,1,30,3,-0.40455133
942,0,22,1,112,1,1,0,0,120,4,0.32885617
943,0,28,0,5,0,0,1,1,120,5,0.69555992
944,0,21,0,200,1,0,0,0,90,4,0.69555992
945,0,32,1,45,1,1,0,0,120,3,-0.03784757
946,0,41,1,25,1,0,0,0,90,4,0.32885617
947,0,25,0,67,1,0,0,1,60,5,1.0622636
948,1,37,0,35,0,0,0,0,120,4,-1.1379588
949,1,52,1,45,1,1,0,1,30,3,-0.03784757
950,1,20,0,200,1,0,1,0,60,4,-1.1379588
951,0,54,1,88,1,0,0,1,45,5,0.32885617
952,0,22,1,88,1,0,1,0,40,2,0.69555992
953,1,24,1,112,1,1,0,1,60,5,1.0622636
954,0,23,1,88,0,0,1,1,20,1,1.0622636
955,1,37,1,112,1,0,1,1,90,5,0.69555992
956,0,43,0,67,0,0,0,0,120,5,-1.5046625
957,1,26,1,35,0,0,0,1,50,3,0.69555992
958,1,33,0,45,1,0,1,0,90,5,-1.1379588
959,0,32,0,67,1,0,0,1,120,3,-1.8713663
960,0,23,0,112,1,0,0,1,45,1,0.32885617
961,0,31,1,112,0,0,1,1,20,3,-1.5046625
962,0,22,1,25,0,0,0,0,50,4,-0.03784757
963,1,63,1,25,1,0,0,1,120,4,-1.1379588
964,1,24,1,112,1,0,1,0,60,3,0.32885617
965,0,30,1,138,0,0,0,1,20,3,-0.03784757
966,1,28,0,55,1,0,0,1,120,5,0.69555992
967,1,48,0,55,1,0,1,1,25,4,-0.03784757
968,0,28,0,25,1,0,0,1,120,3,-1.1379588
969,0,34,1,15,1,0,1,0,30,4,0.32885617
970,0,25,1,5,0,0,1,1,75,5,-2.23807
971,1,21,1,200,0,0,0,0,80,4,1.4289674
972,0,35,0,88,1,0,1,1,120,5,-1.8713663
973,0,22,1,5,0,0,1,0,90,5,-1.1379588
